innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,15,5,Royal Challengers Bengaluru,KD Karthik,MP Yadav,J Madanagopal,wicket,upheld,False
2,19,4,Royal Challengers Bengaluru,Mohammed Siraj,Ravi Bishnoi,J Madanagopal,wicket,upheld,False
