innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,KL Rahul,53,6.3
1,Lucknow Super Giants,2,D Padikkal,73,9.5
1,Lucknow Super Giants,3,MP Stoinis,129,14.5
1,Lucknow Super Giants,4,Q de Kock,143,17.4
1,Lucknow Super Giants,5,A Badoni,148,18.6
2,Royal Challengers Bengaluru,1,V Kohli,40,5.2
2,Royal Challengers Bengaluru,2,F du Plessis,42,6.1
2,Royal Challengers Bengaluru,3,GJ Maxwell,43,6.4
2,Royal Challengers Bengaluru,4,C Green,58,8.4
2,Royal Challengers Bengaluru,5,Anuj Rawat,94,13.5
2,Royal Challengers Bengaluru,6,RM Patidar,103,15.2
2,Royal Challengers Bengaluru,7,KD Karthik,136,17.5
2,Royal Challengers Bengaluru,8,Mayank Dagar,137,18.1
2,Royal Challengers Bengaluru,9,MK Lomror,138,18.5
2,Royal Challengers Bengaluru,10,Mohammed Siraj,153,20.4
