innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bengaluru,PD Salt,14,13,1,1,107.69,b Mohammed Siraj,1
1,Royal Challengers Bengaluru,V Kohli,7,6,1,0,116.67,c M Prasidh Krishna b Arshad Khan,2
1,Royal Challengers Bengaluru,D Padikkal,4,3,1,0,133.33,b Mohammed Siraj,3
1,Royal Challengers Bengaluru,RM Patidar,12,12,2,0,100.0,lbw b I Sharma,4
1,Royal Challengers Bengaluru,LS Livingstone,54,40,1,5,135.0,c JC Buttler b Mohammed Siraj,5
1,Royal Challengers Bengaluru,JM Sharma,33,21,5,1,157.14,c R Tewatia b R Sai Kishore,6
1,Royal Challengers Bengaluru,KH Pandya,5,5,1,0,100.0,c & b R Sai Kishore,7
1,Royal Challengers Bengaluru,TH David,32,18,3,2,177.78,b M Prasidh Krishna,8
1,Royal Challengers Bengaluru,B Kumar,1,2,0,0,50.0,not out,9
2,Gujarat Titans,B Sai Sudharsan,49,36,7,1,136.11,c JM Sharma b JR Hazlewood,1
2,Gujarat Titans,Shubman Gill,14,14,1,1,100.0,c LS Livingstone b B Kumar,2
2,Gujarat Titans,JC Buttler,73,39,5,6,187.18,not out,3
2,Gujarat Titans,SE Rutherford,30,18,1,3,166.67,not out,4
