innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bengaluru,1,PD Salt,1,4,V Kohli,7,6,8,10
1,Royal Challengers Bengaluru,2,D Padikkal,4,3,PD Salt,0,1,5,4
1,Royal Challengers Bengaluru,3,RM Patidar,6,6,PD Salt,13,8,22,14
1,Royal Challengers Bengaluru,4,LS Livingstone,0,4,RM Patidar,6,6,7,10
1,Royal Challengers Bengaluru,5,JM Sharma,33,21,LS Livingstone,19,17,52,38
1,Royal Challengers Bengaluru,6,KH Pandya,5,5,LS Livingstone,5,5,10,10
1,Royal Challengers Bengaluru,7,TH David,15,10,LS Livingstone,30,14,46,24
1,Royal Challengers Bengaluru,8,B Kumar,1,2,TH David,17,8,19,10
1,Royal Challengers Bengaluru,9,B Kumar,1,2,TH David,17,8,19,10
2,Gujarat Titans,1,B Sai Sudharsan,15,14,Shubman Gill,14,14,32,28
2,Gujarat Titans,2,JC Buttler,40,25,B Sai Sudharsan,34,22,75,47
2,Gujarat Titans,3,SE Rutherford,30,18,JC Buttler,33,14,63,32
