innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,5,5,Gujarat Titans,LS Livingstone,Mohammed Siraj,UV Gandhe,wicket,struck down,False
1,12,1,Gujarat Titans,LS Livingstone,Rashid Khan,Abhijit Bhattacharya,wicket,struck down,False
