match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2021-04-12,Rajasthan Royals,"Wankhede Stadium, Mumbai",40,28,4,2,142.86,c BA Stokes b R Parag,3
8,2021-04-16,Chennai Super Kings,"Wankhede Stadium, Mumbai",10,10,2,0,100.0,c RA Jadeja b DL Chahar,3
11,2021-04-18,Delhi Capitals,"Wankhede Stadium, Mumbai",11,9,0,1,122.22,c RV Patel b CR Woakes,3
14,2021-04-21,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",15,17,2,0,88.24,lbw b Rashid Khan,3
17,2021-04-23,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",43,35,5,2,122.86,not out,3
21,2021-04-26,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",0,1,0,0,0.0,c KD Karthik b Shivam Mavi,3
26,2021-04-30,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",46,24,6,2,191.67,c AB de Villiers b DR Sams,3
29,2021-05-02,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",13,9,1,1,144.44,b K Rabada,3
37,2021-09-25,Sunrisers Hyderabad,Sharjah Cricket Stadium,14,17,1,0,82.35,lbw b Rashid Khan,3
42,2021-09-28,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",1,4,0,0,25.0,c HH Pandya b KA Pollard,3
