match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2012-04-04,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,3,0,0,0.0,c MS Dhoni b DE Bollinger,3
3,2012-04-06,Pune Warriors,Wankhede Stadium,1,6,0,0,16.67,c RV Uthappa b AB Dinda,3
9,2012-04-09,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,73,50,4,5,146.0,not out,3
12,2012-04-11,Rajasthan Royals,Wankhede Stadium,21,13,2,1,161.54,b GB Hogg,3
19,2012-04-16,Delhi Daredevils,Wankhede Stadium,29,27,5,0,107.41,c LRPL Taylor b AB Agarkar,3
28,2012-04-22,Kings XI Punjab,Wankhede Stadium,2,5,0,0,40.0,c N Saini b P Awana,3
33,2012-04-25,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",50,30,3,3,166.67,c Azhar Mahmood b P Awana,3
36,2012-04-27,Delhi Daredevils,Feroz Shah Kotla,12,6,1,1,200.0,c AB Agarkar b IK Pathan,3
40,2012-04-29,Deccan Chargers,Wankhede Stadium,42,48,4,1,87.5,c IR Jaggi b JP Duminy,3
45,2012-05-03,Pune Warriors,Subrata Roy Sahara Stadium,3,5,0,0,60.0,"run out (SPD Smith, RV Uthappa)",3
49,2012-05-06,Chennai Super Kings,Wankhede Stadium,60,46,6,2,130.43,b RA Jadeja,3
54,2012-05-09,Royal Challengers Bangalore,Wankhede Stadium,0,3,0,0,0.0,lbw b R Vinay Kumar,3
58,2012-05-12,Kolkata Knight Riders,Eden Gardens,109,60,12,5,181.67,not out,3
62,2012-05-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,5,7,1,0,71.43,c & b R Vinay Kumar,3
65,2012-05-16,Kolkata Knight Riders,Wankhede Stadium,12,14,1,0,85.71,c BB McCullum b SP Narine,4
74,2012-05-23,Chennai Super Kings,M Chinnaswamy Stadium,14,19,0,0,73.68,c MS Dhoni b JA Morkel,3
