innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,Q de Kock,49,5.5
1,Mumbai Indians,2,RG Sharma,88,10.1
1,Mumbai Indians,3,Ishan Kishan,88,10.2
1,Mumbai Indians,4,KH Pandya,117,14.6
2,Rajasthan Royals,1,YBK Jaiswal,0,1.2
2,Rajasthan Royals,2,SPD Smith,7,2.4
2,Rajasthan Royals,3,SV Samson,12,3.5
2,Rajasthan Royals,4,MK Lomror,42,9.1
2,Rajasthan Royals,5,JC Buttler,98,14.3
2,Rajasthan Royals,6,TK Curran,108,15.4
2,Rajasthan Royals,7,R Tewatia,113,16.2
2,Rajasthan Royals,8,S Gopal,115,16.5
2,Rajasthan Royals,9,JC Archer,136,18.6
2,Rajasthan Royals,10,AS Rajpoot,136,19.1
