innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,AC Gilchrist,25,4.6
1,Kings XI Punjab,2,PC Valthaty,50,8.4
1,Kings XI Punjab,3,SE Marsh,80,13.4
1,Kings XI Punjab,4,DJ Hussey,94,15.3
1,Kings XI Punjab,5,KD Karthik,100,16.4
1,Kings XI Punjab,6,Mandeep Singh,110,18.6
1,Kings XI Punjab,7,RJ Harris,114,19.4
1,Kings XI Punjab,8,SD Chitnis,116,20.1
2,Pune Warriors,1,JD Ryder,32,5.4
2,Pune Warriors,2,RV Uthappa,69,10.5
2,Pune Warriors,3,MK Pandey,84,13.1
2,Pune Warriors,4,Yuvraj Singh,116,16.3
2,Pune Warriors,5,AA Jhunjhunwala,117,16.5
