innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Sunrisers Hyderabad,Abhishek Sharma,2.0,0,13,0,6.5,2,0,0
1,Sunrisers Hyderabad,B Kumar,4.0,0,34,0,8.5,6,0,0
1,Sunrisers Hyderabad,Fazalhaq Farooqi,4.0,0,47,0,11.75,6,0,0
1,Sunrisers Hyderabad,J Suchith,4.0,0,30,2,7.5,12,2,0
1,Sunrisers Hyderabad,Kartik Tyagi,4.0,0,42,1,10.5,10,3,1
1,Sunrisers Hyderabad,Umran Malik,2.0,0,25,0,12.5,4,0,0
2,Royal Challengers Bangalore,GJ Maxwell,2.0,0,13,1,6.5,7,0,0
2,Royal Challengers Bangalore,HV Patel,3.2,0,20,1,6.0,8,1,0
2,Royal Challengers Bangalore,JR Hazlewood,4.0,0,17,2,4.25,13,0,0
2,Royal Challengers Bangalore,MK Lomror,1.0,0,7,0,7.0,2,0,0
2,Royal Challengers Bangalore,Mohammed Siraj,3.0,0,27,0,9.0,6,1,0
2,Royal Challengers Bangalore,PWH de Silva,4.0,1,18,5,4.5,13,0,0
2,Royal Challengers Bangalore,Shahbaz Ahmed,2.0,0,20,0,10.0,3,2,0
