innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Mumbai Indians,death,79,1,30,15.8,12,4
1,Mumbai Indians,middle,57,3,54,6.33,6,20
1,Mumbai Indians,powerplay,59,1,36,9.83,8,15
2,Rajasthan Royals,death,89,0,39,13.69,13,5
2,Rajasthan Royals,middle,60,0,38,9.47,7,9
2,Rajasthan Royals,powerplay,47,2,33,8.55,8,17
