match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2011-04-08,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,25,0,6.25,7,0,0
6,2011-04-11,Deccan Chargers,Eden Gardens,4.0,0,31,0,7.75,7,1,0
12,2011-04-15,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,31,0,7.75,10,2,0
17,2011-04-17,Rajasthan Royals,Eden Gardens,3.0,0,15,3,5.0,10,0,0
22,2011-04-20,Kochi Tuskers Kerala,Eden Gardens,4.0,0,23,0,5.75,13,2,0
24,2011-04-22,Royal Challengers Bangalore,Eden Gardens,4.0,0,43,1,10.75,8,3,0
33,2011-04-28,Delhi Daredevils,Feroz Shah Kotla,4.0,0,38,2,9.5,8,0,0
37,2011-04-30,Kings XI Punjab,Eden Gardens,3.0,0,21,0,7.0,4,0,0
42,2011-05-03,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",3.0,0,27,0,9.0,6,0,1
48,2011-05-07,Chennai Super Kings,Eden Gardens,4.0,0,33,1,8.25,4,1,0
58,2011-05-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,1.2,0,10,0,7.5,5,3,0
65,2011-05-19,Pune Warriors,Dr DY Patil Sports Academy,1.0,0,7,2,7.0,2,0,1
70,2011-05-22,Mumbai Indians,Eden Gardens,3.0,0,51,1,17.0,1,2,0
72,2011-05-25,Mumbai Indians,Wankhede Stadium,2.0,0,16,0,8.0,4,0,0
