match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2016-04-09,Rising Pune Supergiants,Wankhede Stadium,3.0,0,24,1,8.0,6,0,0
5,2016-04-13,Kolkata Knight Riders,Eden Gardens,4.0,0,31,1,7.75,6,0,0
9,2016-04-16,Gujarat Lions,Wankhede Stadium,2.0,0,20,0,10.0,4,0,0
12,2016-04-18,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,38,0,9.5,6,1,0
14,2016-04-20,Royal Challengers Bangalore,Wankhede Stadium,2.0,0,20,0,10.0,3,2,0
17,2016-04-23,Delhi Daredevils,Feroz Shah Kotla,3.0,0,24,1,8.0,5,0,0
21,2016-04-25,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,31,0,7.75,8,0,0
24,2016-04-28,Kolkata Knight Riders,Wankhede Stadium,4.0,0,32,1,8.0,4,0,0
29,2016-05-01,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,4.0,0,25,1,6.25,5,2,0
37,2016-05-08,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,29,2,7.25,13,1,0
41,2016-05-11,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,0,19,0,6.33,5,0,0
43,2016-05-13,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,29,0,7.25,5,0,0
47,2016-05-15,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,34,1,8.5,6,0,0
54,2016-05-21,Gujarat Lions,Green Park,4.0,0,36,1,9.0,7,0,0
