match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2009-04-19,Deccan Chargers,Newlands,1.0,0,17,0,17.0,1,1,0
10,2009-04-23,Rajasthan Royals,Newlands,1.0,0,14,0,14.0,2,1,0
19,2009-04-29,Royal Challengers Bangalore,Kingsmead,2.0,0,23,0,11.5,3,4,0
23,2009-05-01,Mumbai Indians,Buffalo Park,1.0,0,12,1,12.0,3,1,0
27,2009-05-03,Kings XI Punjab,St George's Park,4.0,0,29,1,7.25,7,0,0
31,2009-05-05,Delhi Daredevils,Kingsmead,3.0,0,24,1,8.0,6,0,0
39,2009-05-10,Delhi Daredevils,New Wanderers Stadium,3.0,0,19,0,6.33,10,1,0
41,2009-05-12,Royal Challengers Bangalore,SuperSport Park,4.0,0,45,1,11.25,9,0,0
48,2009-05-16,Deccan Chargers,New Wanderers Stadium,4.0,0,41,0,10.25,4,0,0
51,2009-05-18,Chennai Super Kings,SuperSport Park,4.0,0,45,0,11.25,5,5,0
53,2009-05-20,Rajasthan Royals,Kingsmead,4.0,0,15,2,3.75,15,0,0
