match_number,date,opponent,catches,stumpings,run_outs
4,2024-03-24,Lucknow Super Giants,1,0,0
9,2024-03-28,Delhi Capitals,1,0,0
19,2024-04-06,Royal Challengers Bengaluru,1,0,0
24,2024-04-10,Gujarat Titans,0,0,1
