innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,MJ Lumb,0,1,NV Ojha,0,0,0,1
1,Rajasthan Royals,2,FY Fazal,31,23,NV Ojha,8,6,42,29
1,Rajasthan Royals,3,NV Ojha,19,12,AA Jhunjhunwala,9,8,30,20
1,Rajasthan Royals,4,AA Jhunjhunwala,18,14,YK Pathan,15,14,33,28
1,Rajasthan Royals,5,AA Jhunjhunwala,18,14,AC Voges,19,11,37,25
1,Rajasthan Royals,6,AC Voges,1,1,P Dogra,0,1,1,2
1,Rajasthan Royals,7,SK Warne,1,2,AC Voges,1,3,3,5
1,Rajasthan Royals,8,AC Voges,16,7,MM Patel,4,3,22,10
2,Kolkata Knight Riders,1,MK Tiwary,11,13,BJ Hodge,6,5,18,18
2,Kolkata Knight Riders,2,BJ Hodge,21,21,CA Pujara,29,25,50,46
2,Kolkata Knight Riders,3,SC Ganguly,17,13,BJ Hodge,9,8,27,21
2,Kolkata Knight Riders,4,OA Shah,18,15,SC Ganguly,16,16,37,31
2,Kolkata Knight Riders,5,OA Shah,0,1,AD Mathews,0,0,0,1
2,Kolkata Knight Riders,6,WP Saha,1,2,OA Shah,1,1,2,3
