innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,MJ Lumb,0,1.1
1,Rajasthan Royals,2,FY Fazal,42,5.6
1,Rajasthan Royals,3,NV Ojha,72,9.2
1,Rajasthan Royals,4,YK Pathan,105,13.6
1,Rajasthan Royals,5,AA Jhunjhunwala,142,18.1
1,Rajasthan Royals,6,P Dogra,143,18.3
1,Rajasthan Royals,7,SK Warne,146,19.2
2,Kolkata Knight Riders,1,MK Tiwary,18,3.6
2,Kolkata Knight Riders,2,CA Pujara,68,11.4
2,Kolkata Knight Riders,3,BJ Hodge,95,15.1
2,Kolkata Knight Riders,4,SC Ganguly,132,20.2
2,Kolkata Knight Riders,5,AD Mathews,132,20.3
