innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,F du Plessis,62,8.2
1,Royal Challengers Bangalore,2,GJ Maxwell,76,9.6
1,Royal Challengers Bangalore,3,V Kohli,79,10.5
1,Royal Challengers Bangalore,4,RM Patidar,123,16.1
1,Royal Challengers Bangalore,5,MK Lomror,155,19.1
1,Royal Challengers Bangalore,6,PWH de Silva,155,19.2
1,Royal Challengers Bangalore,7,Shahbaz Ahmed,157,19.6
1,Royal Challengers Bangalore,8,HV Patel,171,20.5
2,Chennai Super Kings,1,RD Gaikwad,54,7.4
2,Chennai Super Kings,2,RV Uthappa,59,8.2
2,Chennai Super Kings,3,AT Rayudu,75,10.4
2,Chennai Super Kings,4,DP Conway,109,15.1
2,Chennai Super Kings,5,RA Jadeja,122,16.6
2,Chennai Super Kings,6,MM Ali,133,18.2
2,Chennai Super Kings,7,MS Dhoni,135,19.1
2,Chennai Super Kings,8,D Pretorius,149,20.2
