innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,WP Saha,31,4.6
1,Gujarat Titans,2,Shubman Gill,64,8.4
1,Gujarat Titans,3,Azmatullah Omarzai,104,12.6
1,Gujarat Titans,4,DA Miller,133,17.1
1,Gujarat Titans,5,B Sai Sudharsan,134,17.3
1,Gujarat Titans,6,R Tewatia,161,20.1
2,Mumbai Indians,1,Ishan Kishan,0,1.4
2,Mumbai Indians,2,Naman Dhir,30,3.6
2,Mumbai Indians,3,RG Sharma,107,13.1
2,Mumbai Indians,4,D Brevis,129,16.5
2,Mumbai Indians,5,TH David,142,18.6
2,Mumbai Indians,6,Tilak Varma,148,19.2
2,Mumbai Indians,7,G Coetzee,150,19.6
2,Mumbai Indians,8,HH Pandya,160,20.3
2,Mumbai Indians,9,PP Chawla,160,20.4
