innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,RD Gaikwad,141,15.3
1,Chennai Super Kings,2,S Dube,195,18.6
1,Chennai Super Kings,3,DP Conway,195,19.2
2,Delhi Capitals,1,PP Shaw,5,2.3
2,Delhi Capitals,2,PD Salt,26,5.4
2,Delhi Capitals,3,RR Rossouw,26,5.5
2,Delhi Capitals,4,YV Dhull,75,11.5
2,Delhi Capitals,5,AR Patel,109,14.3
2,Delhi Capitals,6,Aman Hakim Khan,131,17.1
2,Delhi Capitals,7,DA Warner,144,19.3
2,Delhi Capitals,8,Lalit Yadav,146,20.3
2,Delhi Capitals,9,Kuldeep Yadav,146,20.4
