match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
5,Punjab Kings,Arshad Khan,1.0,0,21,0,21.0,1
5,Punjab Kings,K Rabada,4.0,0,41,1,10.25,7
5,Punjab Kings,M Prasidh Krishna,3.0,0,41,0,13.67,6
5,Punjab Kings,Mohammed Siraj,4.0,0,54,0,13.5,7
5,Punjab Kings,R Sai Kishore,4.0,0,30,3,7.5,12
5,Punjab Kings,Rashid Khan,4.0,0,48,1,12.0,7
9,Mumbai Indians,I Sharma,2.0,0,17,0,8.5,5
9,Mumbai Indians,K Rabada,4.0,0,42,1,10.5,6
9,Mumbai Indians,M Prasidh Krishna,4.0,0,18,2,4.5,14
9,Mumbai Indians,Mohammed Siraj,4.0,0,34,2,8.5,10
9,Mumbai Indians,R Sai Kishore,4.0,0,37,1,9.25,6
9,Mumbai Indians,Rashid Khan,2.0,0,10,0,5.0,4
14,Royal Challengers Bengaluru,Arshad Khan,2.0,0,17,1,8.5,5
14,Royal Challengers Bengaluru,I Sharma,2.0,0,27,1,13.5,4
14,Royal Challengers Bengaluru,M Prasidh Krishna,4.0,0,26,1,6.5,12
14,Royal Challengers Bengaluru,Mohammed Siraj,4.0,0,19,3,4.75,12
14,Royal Challengers Bengaluru,R Sai Kishore,4.0,0,22,2,5.5,11
14,Royal Challengers Bengaluru,Rashid Khan,4.0,0,54,0,13.5,6
19,Sunrisers Hyderabad,I Sharma,4.0,0,53,0,13.25,5
19,Sunrisers Hyderabad,M Prasidh Krishna,4.0,0,25,2,6.25,8
19,Sunrisers Hyderabad,Mohammed Siraj,4.0,0,17,4,4.25,17
19,Sunrisers Hyderabad,R Sai Kishore,4.0,0,24,2,6.0,6
19,Sunrisers Hyderabad,Rashid Khan,4.0,0,31,0,7.75,9
23,Rajasthan Royals,Arshad Khan,2.0,0,19,1,9.5,5
23,Rajasthan Royals,K Khejroliya,3.0,0,29,1,9.67,4
23,Rajasthan Royals,M Prasidh Krishna,4.0,0,24,3,6.0,12
23,Rajasthan Royals,Mohammed Siraj,4.0,0,30,1,7.5,15
23,Rajasthan Royals,R Sai Kishore,2.2,0,20,2,8.57,3
23,Rajasthan Royals,Rashid Khan,4.0,0,37,2,9.25,6
26,Lucknow Super Giants,Arshad Khan,2.0,0,11,0,5.5,7
26,Lucknow Super Giants,M Prasidh Krishna,4.0,0,26,2,6.5,11
