match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
25,2012-04-20,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",14,12,1,0,116.67,b Z Khan,1
28,2012-04-22,Mumbai Indians,Wankhede Stadium,30,25,5,0,120.0,lbw b PP Ojha,1
33,2012-04-25,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",17,22,2,0,77.27,c MM Patel b CJ McKay,1
37,2012-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",6,4,1,0,150.0,c & b KMDN Kulasekara,8
44,2012-05-02,Royal Challengers Bangalore,M Chinnaswamy Stadium,50,36,5,0,138.89,c DL Vettori b AB McDonald,3
48,2012-05-05,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",2,9,0,0,22.22,c & b SW Tait,3
53,2012-05-08,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2,4,0,0,50.0,lbw b A Ashish Reddy,3
61,2012-05-13,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",3,10,0,0,30.0,c KC Sangakkara b DT Christian,1
64,2012-05-15,Delhi Daredevils,Feroz Shah Kotla,15,15,2,0,100.0,c V Sehwag b UT Yadav,3
66,2012-05-17,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,1,4,0,0,25.0,c MS Dhoni b DJ Bravo,3
