match_number,date,opponent,catches,stumpings,run_outs
25,2012-04-20,Royal Challengers Bangalore,1,0,0
28,2012-04-22,Mumbai Indians,1,0,1
33,2012-04-25,Mumbai Indians,2,0,0
37,2012-04-28,Chennai Super Kings,0,1,1
44,2012-05-02,Royal Challengers Bangalore,1,0,0
48,2012-05-05,Rajasthan Royals,1,0,0
53,2012-05-08,Deccan Chargers,1,1,0
64,2012-05-15,Delhi Daredevils,2,0,0
66,2012-05-17,Chennai Super Kings,2,0,0
