match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
25,2012-04-20,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",3.3,0,30,0,8.57,6,1,0
28,2012-04-22,Mumbai Indians,Wankhede Stadium,4.0,0,39,0,9.75,5,1,0
33,2012-04-25,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",3.5,0,23,2,6.0,8,0,0
37,2012-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,25,3,6.25,8,0,0
44,2012-05-02,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,20,3,5.0,10,1,0
48,2012-05-05,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",4.0,0,37,0,9.25,10,0,1
53,2012-05-08,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,31,0,7.75,8,2,0
61,2012-05-13,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",4.0,0,39,2,9.75,4,0,1
64,2012-05-15,Delhi Daredevils,Feroz Shah Kotla,4.0,0,34,0,8.5,9,1,0
66,2012-05-17,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,4.0,0,28,2,7.0,15,0,0
69,2012-05-19,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,3.2,0,23,2,6.9,12,1,0
