match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
25,2012-04-20,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",33,14,3,2,235.71,not out,7
28,2012-04-22,Mumbai Indians,Wankhede Stadium,10,7,0,1,142.86,c NLTC Perera b PP Ojha,5
37,2012-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",18,12,0,2,150.0,lbw b DJ Bravo,3
44,2012-05-02,Royal Challengers Bangalore,M Chinnaswamy Stadium,2,4,0,0,50.0,"run out (KP Appanna, AB de Villiers)",5
48,2012-05-05,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",24,24,2,1,100.0,b STR Binny,5
53,2012-05-08,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",14,9,2,0,155.56,"run out (A Ashish Reddy, J Theron)",5
61,2012-05-13,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",31,20,2,1,155.0,st PA Patel b A Mishra,4
64,2012-05-15,Delhi Daredevils,Feroz Shah Kotla,9,7,1,0,128.57,c IK Pathan b UT Yadav,6
66,2012-05-17,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,9,7,2,0,128.57,not out,6
69,2012-05-19,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,36,38,4,1,94.74,c UBT Chand b M Morkel,6
