innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,G Gambhir,101,14.3
1,Kolkata Knight Riders,2,RV Uthappa,137,17.5
1,Kolkata Knight Riders,3,AD Russell,164,20.6
2,Kings XI Punjab,1,MP Stoinis,1,1.4
2,Kings XI Punjab,2,M Vohra,13,3.6
2,Kings XI Punjab,3,M Vijay,13,4.1
2,Kings XI Punjab,4,WP Saha,53,9.6
2,Kings XI Punjab,5,GJ Maxwell,120,16.4
2,Kings XI Punjab,6,DA Miller,130,18.3
2,Kings XI Punjab,7,AR Patel,154,20.2
2,Kings XI Punjab,8,Gurkeerat Singh,155,20.3
2,Kings XI Punjab,9,Swapnil Singh,156,20.5
