innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bengaluru,V Kohli,83,59,4,4,140.68,not out,1
1,Royal Challengers Bengaluru,F du Plessis,8,6,0,1,133.33,c MA Starc b Harshit Rana,2
1,Royal Challengers Bengaluru,C Green,33,21,4,2,157.14,b AD Russell,3
1,Royal Challengers Bengaluru,GJ Maxwell,28,19,3,1,147.37,c RK Singh b SP Narine,4
1,Royal Challengers Bengaluru,RM Patidar,3,4,0,0,75.0,c RK Singh b AD Russell,5
1,Royal Challengers Bengaluru,Anuj Rawat,3,3,0,0,100.0,c PD Salt b Harshit Rana,6
1,Royal Challengers Bengaluru,KD Karthik,20,8,0,3,250.0,run out (PD Salt),7
2,Kolkata Knight Riders,PD Salt,30,20,2,2,150.0,c C Green b Vijaykumar Vyshak,1
2,Kolkata Knight Riders,SP Narine,47,22,2,5,213.64,b Mayank Dagar,2
2,Kolkata Knight Riders,VR Iyer,50,30,3,4,166.67,c V Kohli b Yash Dayal,3
2,Kolkata Knight Riders,SS Iyer,39,24,2,2,162.5,not out,4
2,Kolkata Knight Riders,RK Singh,5,5,0,0,100.0,not out,5
