innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,F du Plessis,17,2.6
1,Royal Challengers Bengaluru,2,C Green,82,9.6
1,Royal Challengers Bengaluru,3,GJ Maxwell,124,15.1
1,Royal Challengers Bengaluru,4,RM Patidar,144,17.3
1,Royal Challengers Bengaluru,5,Anuj Rawat,151,18.3
1,Royal Challengers Bengaluru,6,KD Karthik,182,20.6
2,Kolkata Knight Riders,1,SP Narine,86,7.3
2,Kolkata Knight Riders,2,PD Salt,92,8.5
2,Kolkata Knight Riders,3,VR Iyer,167,16.1
