innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bengaluru,1,V Kohli,8,6,F du Plessis,8,6,17,12
1,Royal Challengers Bengaluru,2,V Kohli,32,21,C Green,33,21,65,42
1,Royal Challengers Bengaluru,3,V Kohli,13,12,GJ Maxwell,28,19,42,31
1,Royal Challengers Bengaluru,4,RM Patidar,3,4,V Kohli,15,10,20,14
1,Royal Challengers Bengaluru,5,Anuj Rawat,3,3,V Kohli,4,3,7,6
1,Royal Challengers Bengaluru,6,KD Karthik,20,8,V Kohli,11,7,31,15
1,Royal Challengers Bengaluru,7,KD Karthik,20,8,V Kohli,11,7,31,15
2,Kolkata Knight Riders,1,PD Salt,29,17,SP Narine,47,22,86,39
2,Kolkata Knight Riders,2,VR Iyer,5,5,PD Salt,1,3,6,8
2,Kolkata Knight Riders,3,SS Iyer,26,19,VR Iyer,45,25,75,44
2,Kolkata Knight Riders,4,RK Singh,5,5,SS Iyer,13,5,19,10
