innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,Abhishek Sharma,0,1,0,0,0.0,c Ravi Bishnoi b JC Archer,1
1,Sunrisers Hyderabad,TM Head,18,18,3,0,100.0,c D Ferreira b R Parag,2
1,Sunrisers Hyderabad,Ishan Kishan,91,44,8,6,206.82,c & b Sandeep Sharma,3
1,Sunrisers Hyderabad,H Klaasen,40,26,1,3,153.85,c R Parag b TU Deshpande,4
1,Sunrisers Hyderabad,Nithish Kumar Reddy,28,13,0,4,215.38,c Dhruv Jurel b JC Archer,5
1,Sunrisers Hyderabad,S Arora,24,13,2,2,184.62,not out,6
1,Sunrisers Hyderabad,Aniket Verma,6,5,1,0,120.0,"run out (Dhruv Jurel, TU Deshpande)",7
2,Rajasthan Royals,YBK Jaiswal,1,5,0,0,20.0,c Nithish Kumar Reddy b Sakib Hussain,1
2,Rajasthan Royals,V Suryavanshi,0,1,0,0,0.0,c S Arora b PP Hinge,2
2,Rajasthan Royals,Dhruv Jurel,0,2,0,0,0.0,b PP Hinge,3
2,Rajasthan Royals,LG Pretorius,0,2,0,0,0.0,c Nithish Kumar Reddy b PP Hinge,4
2,Rajasthan Royals,R Parag,4,6,1,0,66.67,c Abhishek Sharma b PP Hinge,5
2,Rajasthan Royals,RA Jadeja,45,32,5,0,140.62,c S Arora b E Malinga,6
2,Rajasthan Royals,D Ferreira,69,44,8,3,156.82,b Sakib Hussain,7
2,Rajasthan Royals,JC Archer,2,5,0,0,40.0,c PP Hinge b Sakib Hussain,8
2,Rajasthan Royals,TU Deshpande,25,11,0,3,227.27,c Ishan Kishan b E Malinga,9
2,Rajasthan Royals,Ravi Bishnoi,0,1,0,0,0.0,c Ishan Kishan b Sakib Hussain,10
2,Rajasthan Royals,N Burger,3,5,0,0,60.0,not out,11
