innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RG Sharma,33,3.5
1,Mumbai Indians,2,RD Rickelton,88,9.4
1,Mumbai Indians,3,WG Jacks,116,12.3
1,Mumbai Indians,4,Tilak Varma,137,13.6
1,Mumbai Indians,5,HH Pandya,157,16.1
1,Mumbai Indians,6,SA Yadav,180,18.3
1,Mumbai Indians,7,C Bosch,208,20.4
2,Lucknow Super Giants,1,AK Markram,18,3.4
2,Lucknow Super Giants,2,N Pooran,60,7.1
2,Lucknow Super Giants,3,RR Pant,64,7.3
2,Lucknow Super Giants,4,MR Marsh,110,12.2
2,Lucknow Super Giants,5,A Badoni,135,15.2
2,Lucknow Super Giants,6,DA Miller,141,16.2
2,Lucknow Super Giants,7,Abdul Samad,142,16.5
2,Lucknow Super Giants,8,Avesh Khan,142,16.6
2,Lucknow Super Giants,9,Ravi Bishnoi,157,19.5
2,Lucknow Super Giants,10,DS Rathi,161,20.6
