innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,RD Rickelton,58,32,6,4,181.25,c A Badoni b DS Rathi,1
1,Mumbai Indians,RG Sharma,12,5,0,2,240.0,c Prince Yadav b MP Yadav,2
1,Mumbai Indians,WG Jacks,29,21,3,1,138.1,b Prince Yadav,3
1,Mumbai Indians,SA Yadav,54,28,4,4,192.86,c MR Marsh b Avesh Khan,4
1,Mumbai Indians,Tilak Varma,6,5,1,0,120.0,c Prince Yadav b Ravi Bishnoi,5
1,Mumbai Indians,HH Pandya,5,7,0,0,71.43,b MP Yadav,6
1,Mumbai Indians,Naman Dhir,25,11,2,2,227.27,not out,7
1,Mumbai Indians,C Bosch,20,10,2,1,200.0,c N Pooran b Avesh Khan,8
1,Mumbai Indians,DL Chahar,1,1,0,0,100.0,not out,9
2,Lucknow Super Giants,MR Marsh,34,24,3,2,141.67,c Tilak Varma b TA Boult,1
2,Lucknow Super Giants,AK Markram,9,11,2,0,81.82,c Naman Dhir b JJ Bumrah,2
2,Lucknow Super Giants,N Pooran,27,15,1,3,180.0,c SA Yadav b WG Jacks,3
2,Lucknow Super Giants,RR Pant,4,2,1,0,200.0,c KV Sharma b WG Jacks,4
2,Lucknow Super Giants,A Badoni,35,22,2,2,159.09,c WG Jacks b TA Boult,5
2,Lucknow Super Giants,DA Miller,24,16,3,0,150.0,c C Bosch b JJ Bumrah,6
2,Lucknow Super Giants,Abdul Samad,2,4,0,0,50.0,b JJ Bumrah,7
2,Lucknow Super Giants,Ravi Bishnoi,13,14,0,2,92.86,b C Bosch,8
2,Lucknow Super Giants,Avesh Khan,0,1,0,0,0.0,b JJ Bumrah,9
2,Lucknow Super Giants,Prince Yadav,4,9,0,0,44.44,not out,10
2,Lucknow Super Giants,DS Rathi,1,3,0,0,33.33,b TA Boult,11
