match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2021-04-12,Rajasthan Royals,"Wankhede Stadium, Mumbai",6,4,1,0,150.0,not out,6
8,2021-04-16,Chennai Super Kings,"Wankhede Stadium, Mumbai",47,36,4,2,130.56,c RA Jadeja b SM Curran,6
11,2021-04-18,Delhi Capitals,"Wankhede Stadium, Mumbai",15,5,2,1,300.0,not out,6
14,2021-04-21,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",22,17,0,2,129.41,c Abhishek Sharma b KK Ahmed,7
21,2021-04-26,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",13,14,0,1,92.86,c EJG Morgan b M Prasidh Krishna,7
26,2021-04-30,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",0,3,0,0,0.0,b YS Chahal,6
29,2021-05-02,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",4,5,0,0,80.0,c SO Hetmyer b Avesh Khan,6
45,2021-10-01,Kolkata Knight Riders,Dubai International Cricket Stadium,22,9,1,2,244.44,not out,6
48,2021-10-03,Royal Challengers Bangalore,Sharjah Cricket Stadium,16,11,1,1,145.45,run out (HV Patel),6
53,2021-10-07,Chennai Super Kings,Dubai International Cricket Stadium,8,10,0,1,80.0,c DJ Bravo b DL Chahar,4
