match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2010-03-14,Kolkata Knight Riders,Eden Gardens,20,17,1,0,117.65,c WP Saha b AD Mathews,7
7,2010-03-16,Kings XI Punjab,M Chinnaswamy Stadium,51,21,4,4,242.86,c M Kaif b Bipul Sharma,3
14,2010-03-20,Mumbai Indians,Brabourne Stadium,23,15,2,1,153.33,c SL Malinga b Z Khan,3
18,2010-03-23,Chennai Super Kings,M Chinnaswamy Stadium,68,38,3,6,178.95,not out,4
20,2010-03-25,Delhi Daredevils,M Chinnaswamy Stadium,15,10,1,1,150.0,c KD Karthik b A Mishra,3
28,2010-03-31,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",21,13,1,2,161.54,c MS Gony b SB Jakati,3
31,2010-04-02,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",22,8,1,2,275.0,c MS Bisla b IK Pathan,5
35,2010-04-04,Delhi Daredevils,Feroz Shah Kotla,12,9,0,1,133.33,c DA Warner b PJ Sangwan,4
40,2010-04-08,Deccan Chargers,M Chinnaswamy Stadium,2,5,0,0,40.0,c AC Gilchrist b A Symonds,4
43,2010-04-10,Kolkata Knight Riders,M Chinnaswamy Stadium,50,22,4,4,227.27,not out,4
46,2010-04-12,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",34,20,0,3,170.0,b Harmeet Singh,4
49,2010-04-14,Rajasthan Royals,Sawai Mansingh Stadium,26,21,2,1,123.81,st NV Ojha b SK Warne,4
52,2010-04-17,Mumbai Indians,M Chinnaswamy Stadium,4,6,0,0,66.67,c AM Nayar b KA Pollard,5
57,2010-04-21,Mumbai Indians,Dr DY Patil Sports Academy,26,13,2,2,200.0,c S Dhawan b KA Pollard,4
