innings,over,ball,team,player_in,player_out,reason
1,20,5,Mumbai Indians,KV Sharma,RG Sharma,impact_player
2,10,1,Mumbai Indians,Ashwani Kumar,C Bosch,concussion_substitute
2,12,4,Gujarat Titans,SE Rutherford,M Prasidh Krishna,impact_player
