innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,10,2,Gujarat Titans,WG Jacks,Rashid Khan,MV Saidharshan Kumar,wicket,struck down,True
1,10,5,Gujarat Titans,SA Yadav,Rashid Khan,MV Saidharshan Kumar,wicket,struck down,False
1,12,1,Gujarat Titans,WG Jacks,Rashid Khan,MV Saidharshan Kumar,wicket,struck down,False
2,12,3,Mumbai Indians,JC Buttler,Ashwani Kumar,MV Saidharshan Kumar,wicket,upheld,False
2,16,3,Gujarat Titans,SE Rutherford,TA Boult,MV Saidharshan Kumar,wicket,struck down,False
2,18,2,Mumbai Indians,Rashid Khan,Ashwani Kumar,MV Saidharshan Kumar,wicket,upheld,False
