innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RD Rickelton,2,1.2
1,Mumbai Indians,2,RG Sharma,26,4.3
1,Mumbai Indians,3,SA Yadav,97,11.4
1,Mumbai Indians,4,WG Jacks,103,12.4
1,Mumbai Indians,5,HH Pandya,106,13.3
1,Mumbai Indians,6,Tilak Varma,113,14.5
1,Mumbai Indians,7,Naman Dhir,123,17.2
1,Mumbai Indians,8,C Bosch,150,20.4
2,Gujarat Titans,1,B Sai Sudharsan,6,2.2
2,Gujarat Titans,2,JC Buttler,78,12.3
2,Gujarat Titans,3,Shubman Gill,113,15.5
2,Gujarat Titans,4,SE Rutherford,115,16.3
2,Gujarat Titans,5,M Shahrukh Khan,123,17.4
2,Gujarat Titans,6,Rashid Khan,126,18.2
2,Gujarat Titans,7,G Coetzee,146,19.5
