innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,WP Saha,54,7.2
1,Gujarat Titans,2,Shubman Gill,192,17.5
1,Gujarat Titans,3,B Sai Sudharsan,214,19.6
2,Mumbai Indians,1,N Wadhera,5,1.5
2,Mumbai Indians,2,RG Sharma,21,3.2
2,Mumbai Indians,3,Tilak Varma,72,6.6
2,Mumbai Indians,4,C Green,124,12.2
2,Mumbai Indians,5,SA Yadav,155,15.3
2,Mumbai Indians,6,Vishnu Vinod,156,15.5
2,Mumbai Indians,7,TH David,158,16.3
2,Mumbai Indians,8,CJ Jordan,161,17.1
2,Mumbai Indians,9,PP Chawla,162,17.3
2,Mumbai Indians,10,K Kartikeya,171,19.2
