innings,over,ball,team,player_in,player_out,reason
2,1,1,Gujarat Titans,J Little,Shubman Gill,impact_player
2,1,1,Mumbai Indians,N Wadhera,Akash Madhwal,impact_player
2,12,3,Mumbai Indians,Vishnu Vinod,Ishan Kishan,concussion_substitute
