innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Gujarat Titans,WP Saha,18,16,3,0,112.5,st Ishan Kishan b PP Chawla,1
1,Gujarat Titans,Shubman Gill,129,60,7,10,215.0,c TH David b Akash Madhwal,2
1,Gujarat Titans,B Sai Sudharsan,43,31,5,1,138.71,retired out,3
1,Gujarat Titans,HH Pandya,28,13,2,2,215.38,not out,4
1,Gujarat Titans,Rashid Khan,5,2,1,0,250.0,not out,5
2,Mumbai Indians,RG Sharma,8,7,1,0,114.29,c J Little b Mohammed Shami,1
2,Mumbai Indians,N Wadhera,4,3,1,0,133.33,c WP Saha b Mohammed Shami,2
2,Mumbai Indians,C Green,30,20,2,2,150.0,b J Little,3
2,Mumbai Indians,SA Yadav,61,38,7,2,160.53,b MM Sharma,4
2,Mumbai Indians,Tilak Varma,43,14,5,3,307.14,b Rashid Khan,5
2,Mumbai Indians,Vishnu Vinod,5,7,0,0,71.43,c HH Pandya b MM Sharma,6
2,Mumbai Indians,TH David,2,3,0,0,66.67,lbw b Rashid Khan,7
2,Mumbai Indians,CJ Jordan,2,5,0,0,40.0,c B Sai Sudharsan b MM Sharma,8
2,Mumbai Indians,PP Chawla,0,2,0,0,0.0,c DA Miller b MM Sharma,9
2,Mumbai Indians,K Kartikeya,6,7,1,0,85.71,c DA Miller b MM Sharma,10
2,Mumbai Indians,JP Behrendorff,3,5,0,0,60.0,not out,11
