match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
13,2025-04-01,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",43,25,3,4,172.0,not out,4
18,2025-04-05,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",62,41,4,3,151.22,c Dhruv Jurel b PWH de Silva,5
22,2025-04-08,Chennai Super Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",9,7,0,1,128.57,c MS Dhoni b R Ashwin,5
27,2025-04-12,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",27,22,2,1,122.73,lbw b E Malinga,4
31,2025-04-15,Kolkata Knight Riders,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",10,9,2,0,111.11,c VR Iyer b A Nortje,5
34,2025-04-18,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",33,19,3,3,173.68,not out,5
37,2025-04-20,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",5,6,0,0,83.33,"run out (TH David, V Kohli, JM Sharma)",5
49,2025-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",5,3,1,0,166.67,c RA Jadeja b M Pathirana,4
54,2025-05-04,Lucknow Super Giants,"Himachal Pradesh Cricket Association Stadium, Dharamsala",16,9,2,1,177.78,b Prince Yadav,5
59,2025-05-18,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",70,37,5,5,189.19,c SO Hetmyer b Akash Madhwal,4
66,2025-05-24,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",16,16,1,0,100.0,c F du Plessis b Mukesh Kumar,5
69,2025-05-26,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",2,2,0,0,100.0,not out,5
71,2025-05-29,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",8,10,1,0,80.0,b Yash Dayal,5
73,2025-06-01,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",48,29,4,2,165.52,c MJ Santner b Ashwani Kumar,5
74,2025-06-03,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",15,18,0,1,83.33,c KH Pandya b B Kumar,5
