match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2013-04-04,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,1,0,0,100.0,not out,7
5,2013-04-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",21,21,1,1,100.0,not out,8
10,2013-04-09,Delhi Daredevils,Wankhede Stadium,1,1,0,0,100.0,not out,7
23,2013-04-17,Rajasthan Royals,Sawai Mansingh Stadium,1,1,0,0,100.0,"run out (R Dravid, DH Yagnik)",8
33,2013-04-24,Kolkata Knight Riders,Eden Gardens,7,2,0,1,350.0,not out,7
37,2013-04-27,Royal Challengers Bangalore,Wankhede Stadium,16,8,3,0,200.0,c SS Tiwary b R Rampaul,7
49,2013-05-05,Chennai Super Kings,Wankhede Stadium,25,11,2,2,227.27,not out,7
53,2013-05-07,Kolkata Knight Riders,Wankhede Stadium,0,0,0,0,0.0,run out (YK Pathan),7
58,2013-05-11,Pune Warriors,Subrata Roy Sahara Stadium,4,3,1,0,133.33,not out,7
66,2013-05-15,Rajasthan Royals,Wankhede Stadium,15,7,1,1,214.29,not out,7
69,2013-05-18,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,5,8,0,0,62.5,c Gurkeerat Singh b AC Gilchrist,8
73,2013-05-21,Chennai Super Kings,Feroz Shah Kotla,0,4,0,0,0.0,c M Vijay b DJ Bravo,7
75,2013-05-24,Rajasthan Royals,Eden Gardens,6,4,1,0,150.0,not out,7
76,2013-05-26,Chennai Super Kings,Eden Gardens,14,8,3,0,175.0,c MEK Hussey b DJ Bravo,7
