innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,Abhishek Sharma,11,14,2,0,78.57,c MK Lomror b MG Bracewell,1
1,Sunrisers Hyderabad,RA Tripathi,15,12,2,1,125.0,c HV Patel b MG Bracewell,2
1,Sunrisers Hyderabad,AK Markram,18,20,0,0,90.0,b Shahbaz Ahmed,3
1,Sunrisers Hyderabad,H Klaasen,104,51,8,6,203.92,b HV Patel,4
1,Sunrisers Hyderabad,HC Brook,27,19,2,1,142.11,not out,5
1,Sunrisers Hyderabad,GD Phillips,5,4,1,0,125.0,c WD Parnell b Mohammed Siraj,6
2,Royal Challengers Bangalore,V Kohli,100,63,12,4,158.73,c GD Phillips b B Kumar,1
2,Royal Challengers Bangalore,F du Plessis,71,47,7,2,151.06,c RA Tripathi b T Natarajan,2
2,Royal Challengers Bangalore,GJ Maxwell,5,3,1,0,166.67,not out,3
2,Royal Challengers Bangalore,MG Bracewell,4,4,0,0,100.0,not out,4
