match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2017-04-08,Royal Challengers Bangalore,M.Chinnaswamy Stadium,4.0,0,31,2,7.75,9,1,0
9,2017-04-11,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,3.0,0,20,3,6.67,8,1,0
15,2017-04-15,Kings XI Punjab,Feroz Shah Kotla,4.0,0,38,0,9.5,5,0,0
18,2017-04-17,Kolkata Knight Riders,Feroz Shah Kotla,4.0,0,28,2,7.0,9,0,0
21,2017-04-19,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,37,0,9.25,4,0,0
25,2017-04-22,Mumbai Indians,Wankhede Stadium,4.0,0,36,0,9.0,7,1,0
32,2017-04-28,Kolkata Knight Riders,Eden Gardens,1.1,0,8,0,6.86,2,0,0
45,2017-05-06,Mumbai Indians,Feroz Shah Kotla,4.0,0,29,0,7.25,5,0,0
50,2017-05-10,Gujarat Lions,Green Park,4.0,0,30,0,7.5,7,0,0
52,2017-05-12,Rising Pune Supergiant,Feroz Shah Kotla,4.0,0,25,2,6.25,7,1,0
56,2017-05-14,Royal Challengers Bangalore,Feroz Shah Kotla,4.0,0,31,1,7.75,9,1,0
