innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kings XI Punjab,M Vijay,2,3,0,0,66.67,c NV Ojha b B Kumar,1
1,Kings XI Punjab,M Vohra,25,23,3,1,108.7,run out (S Dhawan),2
1,Kings XI Punjab,SE Marsh,40,34,3,2,117.65,lbw b Mustafizur Rahman,3
1,Kings XI Punjab,DA Miller,9,11,1,0,81.82,c NV Ojha b MC Henriques,4
1,Kings XI Punjab,GJ Maxwell,1,2,0,0,50.0,c Mustafizur Rahman b MC Henriques,5
1,Kings XI Punjab,NS Naik,22,28,1,0,78.57,c MC Henriques b Mustafizur Rahman,6
1,Kings XI Punjab,AR Patel,36,17,1,3,211.76,not out,7
1,Kings XI Punjab,R Dhawan,3,2,0,0,150.0,not out,8
2,Sunrisers Hyderabad,DA Warner,59,31,7,3,190.32,c DA Miller b Sandeep Sharma,1
2,Sunrisers Hyderabad,S Dhawan,45,44,4,0,102.27,c NS Naik b R Dhawan,2
2,Sunrisers Hyderabad,AP Tare,0,1,0,0,0.0,"run out (DA Miller, NS Naik)",3
2,Sunrisers Hyderabad,EJG Morgan,25,20,2,1,125.0,c M Vohra b MM Sharma,4
2,Sunrisers Hyderabad,DJ Hooda,5,5,0,0,100.0,run out (DA Miller),5
2,Sunrisers Hyderabad,MC Henriques,5,4,1,0,125.0,not out,6
2,Sunrisers Hyderabad,NV Ojha,2,2,0,0,100.0,not out,7
