innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,5,5,Lucknow Super Giants,Shubman Gill,KH Pandya,AK Chaudhary,wicket,struck down,False
2,7,4,Gujarat Titans,KR Mayers,Rashid Khan,A Nand Kishore,wicket,struck down,False
