innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,14,6,Mumbai Indians,GJ Maxwell,RD Chahar,AK Chaudhary,,struck down,False
2,14,4,Royal Challengers Bangalore,KA Pollard,GJ Maxwell,AK Chaudhary,,struck down,False
