innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,5,2,Royal Challengers Bangalore,KD Karthik,CH Morris,S Ravi,,struck down,True
1,9,4,Royal Challengers Bangalore,KD Karthik,YS Chahal,S Ravi,,upheld,False
1,9,5,Kolkata Knight Riders,PJ Cummins,YS Chahal,S Ravi,,upheld,False
1,12,2,Royal Challengers Bangalore,PJ Cummins,Washington Sundar,VK Sharma,,struck down,True
1,19,5,Royal Challengers Bangalore,LH Ferguson,Mohammed Siraj,S Ravi,,struck down,False
