match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2025-03-22,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",3.0,0,42,1,14.0,4,1,0
6,2025-03-26,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",4.0,0,33,2,8.25,9,1,0
15,2025-04-03,Sunrisers Hyderabad,"Eden Gardens, Kolkata",4.0,1,29,3,7.25,12,0,0
21,2025-04-08,Lucknow Super Giants,"Eden Gardens, Kolkata",4.0,0,35,0,8.75,9,4,0
25,2025-04-11,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,31,1,7.75,10,2,0
31,2025-04-15,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2.3,0,26,1,10.4,4,0,0
39,2025-04-21,Gujarat Titans,"Eden Gardens, Kolkata",4.0,0,44,1,11.0,7,1,0
44,2025-04-26,Punjab Kings,"Eden Gardens, Kolkata",4.0,0,34,2,8.5,9,1,0
48,2025-04-29,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2.0,0,19,1,9.5,5,1,0
53,2025-05-04,Rajasthan Royals,"Eden Gardens, Kolkata",4.0,0,50,1,12.5,8,0,0
57,2025-05-07,Chennai Super Kings,"Eden Gardens, Kolkata",3.0,0,48,3,16.0,7,2,0
68,2025-05-25,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",4.0,0,39,1,9.75,9,4,0
