innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Chennai Super Kings,death,43,1,30,8.6,6,12
1,Chennai Super Kings,middle,47,3,54,5.22,3,27
1,Chennai Super Kings,powerplay,24,5,36,4.0,3,26
2,Mumbai Indians,death,42,0,26,9.69,5,7
2,Mumbai Indians,middle,44,0,26,10.15,6,8
2,Mumbai Indians,powerplay,30,0,22,8.18,7,13
