innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Gujarat Titans,MS Wade,19,19,3,0,100.0,lbw b Umran Malik,1
1,Gujarat Titans,Shubman Gill,7,9,1,0,77.78,c RA Tripathi b B Kumar,2
1,Gujarat Titans,B Sai Sudharsan,11,9,2,0,122.22,c KS Williamson b T Natarajan,3
1,Gujarat Titans,HH Pandya,50,42,4,1,119.05,not out,4
1,Gujarat Titans,DA Miller,12,15,0,0,80.0,c Abhishek Sharma b M Jansen,5
1,Gujarat Titans,A Manohar,35,21,5,1,166.67,c RA Tripathi b B Kumar,6
1,Gujarat Titans,R Tewatia,6,4,1,0,150.0,"run out (N Pooran, T Natarajan)",7
1,Gujarat Titans,Rashid Khan,0,1,0,0,0.0,b T Natarajan,8
2,Sunrisers Hyderabad,Abhishek Sharma,42,32,6,0,131.25,c B Sai Sudharsan b Rashid Khan,1
2,Sunrisers Hyderabad,KS Williamson,57,46,2,4,123.91,c R Tewatia b HH Pandya,2
2,Sunrisers Hyderabad,RA Tripathi,17,11,1,1,154.55,retired hurt,3
2,Sunrisers Hyderabad,N Pooran,34,18,2,2,188.89,not out,4
2,Sunrisers Hyderabad,AK Markram,12,8,1,0,150.0,not out,5
