innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Sunrisers Hyderabad,AK Markram,1.0,0,9,0,9.0,2,0,0
1,Sunrisers Hyderabad,B Kumar,4.0,0,37,2,9.25,8,4,0
1,Sunrisers Hyderabad,M Jansen,4.0,0,27,1,6.75,8,2,0
1,Sunrisers Hyderabad,T Natarajan,4.0,0,34,2,8.5,8,1,0
1,Sunrisers Hyderabad,Umran Malik,4.0,0,39,1,9.75,8,1,0
1,Sunrisers Hyderabad,Washington Sundar,3.0,0,14,0,4.67,7,0,0
2,Gujarat Titans,DG Nalkande,2.1,0,22,0,10.15,4,1,0
2,Gujarat Titans,HH Pandya,4.0,0,27,1,6.75,10,0,0
2,Gujarat Titans,LH Ferguson,4.0,0,46,0,11.5,7,2,0
2,Gujarat Titans,Mohammed Shami,4.0,0,32,0,8.0,8,0,0
2,Gujarat Titans,R Tewatia,1.0,0,10,0,10.0,1,0,0
2,Gujarat Titans,Rashid Khan,4.0,0,28,1,7.0,5,0,0
