innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Gujarat Titans,death,44,3,30,8.8,5,7
1,Gujarat Titans,middle,67,2,54,7.44,6,17
1,Gujarat Titans,powerplay,51,2,36,8.5,7,17
2,Sunrisers Hyderabad,death,80,2,41,11.71,9,6
2,Sunrisers Hyderabad,middle,51,1,40,7.65,5,13
2,Sunrisers Hyderabad,powerplay,37,0,34,6.53,5,16
