match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2018-04-08,Royal Challengers Bangalore,Eden Gardens,15,11,2,1,136.36,c AB de Villiers b CR Woakes,7
5,2018-04-10,Chennai Super Kings,MA Chidambaram Stadium,88,36,1,11,244.44,not out,7
10,2018-04-14,Sunrisers Hyderabad,Eden Gardens,9,5,0,1,180.0,c MK Pandey b B Stanlake,6
13,2018-04-16,Delhi Daredevils,Eden Gardens,41,12,0,6,341.67,b TA Boult,6
18,2018-04-21,Kings XI Punjab,Eden Gardens,10,7,2,0,142.86,c KK Nair b BB Sran,6
26,2018-04-27,Delhi Daredevils,Arun Jaitley Stadium,44,30,3,4,146.67,b Avesh Khan,7
29,2018-04-29,Royal Challengers Bangalore,M.Chinnaswamy Stadium,0,1,0,0,0.0,c Q de Kock b Mohammed Siraj,5
37,2018-05-06,Mumbai Indians,Wankhede Stadium,9,10,1,0,90.0,c KH Pandya b JJ Bumrah,6
41,2018-05-09,Mumbai Indians,Eden Gardens,2,4,0,0,50.0,c M Markande b HH Pandya,5
44,2018-05-12,Kings XI Punjab,Holkar Cricket Stadium,31,14,2,3,221.43,c KL Rahul b AJ Tye,4
49,2018-05-15,Rajasthan Royals,Eden Gardens,11,5,2,0,220.0,not out,6
54,2018-05-19,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,4,4,1,0,100.0,c MK Pandey b S Kaul,5
58,2018-05-23,Rajasthan Royals,Eden Gardens,49,25,3,5,196.0,not out,7
59,2018-05-25,Sunrisers Hyderabad,Eden Gardens,3,7,0,0,42.86,c S Dhawan b Rashid Khan,7
