match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2023-04-01,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3.0,0,27,1,9.0,7,0,2
8,2023-04-05,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",4.0,0,30,4,7.5,11,0,0
14,2023-04-09,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.0,0,28,0,9.33,5,0,0
27,2023-04-20,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4.0,0,41,1,10.25,7,1,0
31,2023-04-22,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,44,1,11.0,5,0,0
46,2023-05-03,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4.0,0,34,2,8.5,4,0,0
53,2023-05-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,29,1,7.25,6,0,0
59,2023-05-13,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,26,2,6.5,6,1,0
64,2023-05-17,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4.0,0,46,0,11.5,6,0,0
66,2023-05-19,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4.0,0,34,1,8.5,8,1,0
