match_number,date,opponent,catches,stumpings,run_outs
21,2011-04-20,Pune Warriors,1,0,0
25,2011-04-22,Chennai Super Kings,2,0,0
27,2011-04-24,Deccan Chargers,0,0,1
40,2011-05-02,Kings XI Punjab,2,0,0
54,2011-05-10,Kings XI Punjab,2,0,0
59,2011-05-14,Deccan Chargers,1,0,0
72,2011-05-25,Kolkata Knight Riders,1,0,0
