match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2011-04-10,Delhi Daredevils,Feroz Shah Kotla,3.0,0,18,0,6.0,5,1,0
8,2011-04-12,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,25,2,6.25,8,1,0
13,2011-04-15,Kochi Tuskers Kerala,Wankhede Stadium,3.0,0,43,0,14.33,4,3,0
21,2011-04-20,Pune Warriors,Wankhede Stadium,1.0,0,13,0,13.0,2,0,1
25,2011-04-22,Chennai Super Kings,Wankhede Stadium,4.0,0,30,1,7.5,9,2,1
27,2011-04-24,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2.0,0,20,1,10.0,4,2,0
34,2011-04-29,Rajasthan Royals,Sawai Mansingh Stadium,2.0,0,16,0,8.0,4,1,0
40,2011-05-02,Kings XI Punjab,Wankhede Stadium,3.0,0,18,1,6.0,4,1,0
44,2011-05-04,Pune Warriors,Dr DY Patil Sports Academy,4.0,0,36,1,9.0,8,0,0
49,2011-05-07,Delhi Daredevils,Wankhede Stadium,2.3,0,24,2,9.6,4,0,0
54,2011-05-10,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2.0,0,11,0,5.5,2,0,0
59,2011-05-14,Deccan Chargers,Wankhede Stadium,2.0,0,10,1,5.0,5,0,0
66,2011-05-20,Rajasthan Royals,Wankhede Stadium,2.0,0,19,0,9.5,3,0,0
70,2011-05-22,Kolkata Knight Riders,Eden Gardens,2.0,0,23,0,11.5,1,0,0
72,2011-05-25,Kolkata Knight Riders,Wankhede Stadium,3.0,0,31,0,10.33,5,0,0
73,2011-05-27,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",3.0,0,24,1,8.0,5,2,0
