match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2015-04-09,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",4.0,0,30,1,7.5,9,0,0
4,2015-04-11,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",3.0,0,26,1,8.67,5,0,0
12,2015-04-17,Mumbai Indians,Wankhede Stadium,3.0,1,22,1,7.33,12,1,0
15,2015-04-19,Rajasthan Royals,"Sardar Patel Stadium, Motera",2.0,0,12,0,6.0,6,0,0
20,2015-04-22,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,21,1,5.25,14,0,0
24,2015-04-25,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2.0,0,17,1,8.5,5,1,0
28,2015-04-28,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2.0,0,18,1,9.0,6,1,0
37,2015-05-04,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",4.0,0,28,2,7.0,14,0,0
49,2015-05-12,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,4.0,1,27,2,6.75,14,0,0
53,2015-05-16,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",3.0,0,22,1,7.33,8,0,0
