innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,YBK Jaiswal,31,4.6
1,Rajasthan Royals,2,SV Samson,60,9.2
1,Rajasthan Royals,3,D Padikkal,79,12.5
1,Rajasthan Royals,4,JC Buttler,79,13.1
1,Rajasthan Royals,5,SO Hetmyer,94,15.6
1,Rajasthan Royals,6,R Ashwin,98,16.5
1,Rajasthan Royals,7,TA Boult,112,18.3
1,Rajasthan Royals,8,OC McCoy,130,20.4
1,Rajasthan Royals,9,R Parag,130,20.6
2,Gujarat Titans,1,WP Saha,9,2.4
2,Gujarat Titans,2,MS Wade,23,5.3
2,Gujarat Titans,3,HH Pandya,86,14.2
