innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,YBK Jaiswal,22,16,1,2,137.5,c R Sai Kishore b Yash Dayal,1
1,Rajasthan Royals,JC Buttler,39,35,5,0,111.43,c WP Saha b HH Pandya,2
1,Rajasthan Royals,SV Samson,14,11,2,0,127.27,c R Sai Kishore b HH Pandya,3
1,Rajasthan Royals,D Padikkal,2,10,0,0,20.0,c Mohammed Shami b Rashid Khan,4
1,Rajasthan Royals,SO Hetmyer,11,12,2,0,91.67,c & b HH Pandya,5
1,Rajasthan Royals,R Ashwin,6,9,0,0,66.67,c DA Miller b R Sai Kishore,6
1,Rajasthan Royals,R Parag,15,15,1,0,100.0,b Mohammed Shami,7
1,Rajasthan Royals,TA Boult,11,7,0,1,157.14,c R Tewatia b R Sai Kishore,8
1,Rajasthan Royals,OC McCoy,8,5,0,1,160.0,"run out (R Tewatia, Mohammed Shami)",9
2,Gujarat Titans,WP Saha,5,7,1,0,71.43,b M Prasidh Krishna,1
2,Gujarat Titans,Shubman Gill,45,43,3,1,104.65,not out,2
2,Gujarat Titans,MS Wade,8,10,0,1,80.0,c R Parag b TA Boult,3
2,Gujarat Titans,HH Pandya,34,30,3,1,113.33,c YBK Jaiswal b YS Chahal,4
2,Gujarat Titans,DA Miller,32,19,3,1,168.42,not out,5
