innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,BB McCullum,42,5.4
1,Chennai Super Kings,2,DR Smith,64,9.4
1,Chennai Super Kings,3,SK Raina,67,10.3
1,Chennai Super Kings,4,MS Dhoni,81,12.3
1,Chennai Super Kings,5,DJ Bravo,88,13.6
1,Chennai Super Kings,6,RA Jadeja,124,19.5
2,Kolkata Knight Riders,1,G Gambhir,1,1.2
2,Kolkata Knight Riders,2,RV Uthappa,52,6.1
2,Kolkata Knight Riders,3,MK Pandey,61,8.1
2,Kolkata Knight Riders,4,SA Yadav,76,13.2
2,Kolkata Knight Riders,5,YK Pathan,91,16.2
2,Kolkata Knight Riders,6,AD Russell,100,17.5
2,Kolkata Knight Riders,7,PJ Cummins,101,18.1
2,Kolkata Knight Riders,8,PP Chawla,104,18.5
2,Kolkata Knight Riders,9,UT Yadav,116,19.5
