innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,DR Smith,20,14,BB McCullum,19,14,42,28
1,Chennai Super Kings,2,SK Raina,17,19,DR Smith,5,5,22,24
1,Chennai Super Kings,3,F du Plessis,2,3,SK Raina,0,2,3,5
1,Chennai Super Kings,4,MS Dhoni,3,6,F du Plessis,6,6,14,12
1,Chennai Super Kings,5,DJ Bravo,5,7,F du Plessis,2,2,7,9
1,Chennai Super Kings,6,RA Jadeja,15,20,F du Plessis,18,15,36,35
1,Chennai Super Kings,7,R Ashwin,9,4,F du Plessis,1,3,10,7
2,Kolkata Knight Riders,1,RV Uthappa,1,1,G Gambhir,0,1,1,2
2,Kolkata Knight Riders,2,MK Pandey,12,13,RV Uthappa,38,16,51,29
2,Kolkata Knight Riders,3,SA Yadav,6,5,MK Pandey,3,7,9,12
2,Kolkata Knight Riders,4,SA Yadav,10,21,YK Pathan,5,10,15,31
2,Kolkata Knight Riders,5,YK Pathan,8,8,RN ten Doeschate,5,10,15,18
2,Kolkata Knight Riders,6,AD Russell,4,4,RN ten Doeschate,5,5,9,9
2,Kolkata Knight Riders,7,PJ Cummins,0,2,RN ten Doeschate,0,0,1,2
2,Kolkata Knight Riders,8,RN ten Doeschate,2,2,PP Chawla,0,2,3,4
2,Kolkata Knight Riders,9,RN ten Doeschate,12,5,UT Yadav,0,1,12,6
2,Kolkata Knight Riders,10,GB Hogg,2,1,RN ten Doeschate,14,6,16,7
