match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
3,Gujarat Lions,M Vijay,42,34,5,1,123.53,b RA Jadeja
3,Gujarat Lions,M Vohra,38,23,4,2,165.22,c KD Karthik b RA Jadeja
3,Gujarat Lions,DA Miller,15,10,1,1,150.0,b DJ Bravo
3,Gujarat Lions,GJ Maxwell,2,4,0,0,50.0,b DJ Bravo
3,Gujarat Lions,WP Saha,20,25,0,0,80.0,c RA Jadeja b DJ Bravo
3,Gujarat Lions,MP Stoinis,33,22,4,0,150.0,c AJ Finch b DJ Bravo
3,Gujarat Lions,AR Patel,4,2,0,0,200.0,not out
7,Delhi Daredevils,M Vijay,1,5,0,0,20.0,"run out (Z Khan, KK Nair, Q de Kock)"
7,Delhi Daredevils,M Vohra,32,24,5,0,133.33,b A Mishra
7,Delhi Daredevils,SE Marsh,13,16,2,0,81.25,st Q de Kock b A Mishra
7,Delhi Daredevils,DA Miller,9,9,1,0,100.0,lbw b A Mishra
7,Delhi Daredevils,GJ Maxwell,0,3,0,0,0.0,c CR Brathwaite b A Mishra
7,Delhi Daredevils,AR Patel,11,22,1,0,50.0,c P Negi b J Yadav
7,Delhi Daredevils,WP Saha,3,7,0,0,42.86,run out (JP Duminy)
7,Delhi Daredevils,MG Johnson,4,12,0,0,33.33,b CH Morris
7,Delhi Daredevils,MM Sharma,15,8,1,1,187.5,c CH Morris b Z Khan
7,Delhi Daredevils,P Sahu,18,12,1,1,150.0,not out
7,Delhi Daredevils,Sandeep Sharma,1,2,0,0,50.0,not out
10,Rising Pune Supergiants,M Vijay,53,49,5,2,108.16,c MS Dhoni b M Ashwin
10,Rising Pune Supergiants,M Vohra,51,33,7,0,154.55,lbw b Ankit Sharma
10,Rising Pune Supergiants,SE Marsh,4,6,0,0,66.67,b M Ashwin
10,Rising Pune Supergiants,DA Miller,7,6,0,0,116.67,c KP Pietersen b M Ashwin
10,Rising Pune Supergiants,GJ Maxwell,32,14,3,2,228.57,not out
10,Rising Pune Supergiants,WP Saha,4,4,0,0,100.0,not out
13,Kolkata Knight Riders,M Vijay,26,22,4,0,118.18,b PP Chawla
13,Kolkata Knight Riders,M Vohra,8,12,0,0,66.67,c Shakib Al Hasan b M Morkel
13,Kolkata Knight Riders,SE Marsh,56,41,5,1,136.59,not out
13,Kolkata Knight Riders,WP Saha,8,14,0,0,57.14,c RV Uthappa b SP Narine
