match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2021-04-12,Punjab Kings,"Wankhede Stadium, Mumbai",119,63,12,7,188.89,c DJ Hooda b Arshdeep Singh,3
7,2021-04-15,Delhi Capitals,"Wankhede Stadium, Mumbai",4,3,1,0,133.33,c S Dhawan b K Rabada,3
12,2021-04-19,Chennai Super Kings,"Wankhede Stadium, Mumbai",1,5,0,0,20.0,c DJ Bravo b SM Curran,3
16,2021-04-22,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",21,18,2,1,116.67,c GJ Maxwell b Washington Sundar,3
18,2021-04-24,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",42,41,2,1,102.44,not out,3
24,2021-04-29,Mumbai Indians,"Arun Jaitley Stadium, Delhi",42,27,5,0,155.56,b TA Boult,3
28,2021-05-02,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",48,33,4,2,145.45,c Abdul Samad b V Shankar,3
32,2021-09-21,Punjab Kings,Dubai International Cricket Stadium,4,5,0,0,80.0,c KL Rahul b IC Porel,3
36,2021-09-25,Delhi Capitals,"Zayed Cricket Stadium, Abu Dhabi",70,53,8,1,132.08,not out,3
40,2021-09-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,82,57,7,3,143.86,c JO Holder b S Kaul,3
43,2021-09-29,Royal Challengers Bangalore,Dubai International Cricket Stadium,19,15,0,2,126.67,c D Padikkal b Shahbaz Ahmed,3
47,2021-10-02,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",28,24,4,0,116.67,c RD Gaikwad b SN Thakur,3
51,2021-10-05,Mumbai Indians,Sharjah Cricket Stadium,3,6,0,0,50.0,c J Yadav b JDS Neesham,3
54,2021-10-07,Kolkata Knight Riders,Sharjah Cricket Stadium,1,4,0,0,25.0,c EJG Morgan b Shivam Mavi,3
